title,author,is_novel
"Four Months in Algeria: with a visit to Carthage ... With maps, and illustrations after photographs","Blakesley, Joseph Williams, Dean of Lincoln",False
"Four Months in Persia, and a Visit to Trans-Caspia","Biddulph, Cuthbert Edward",False
"Four Months in a Dahabëéh; or, Narrative of a winter's cruise on the Nile","Carey, M. L. M.",False
"Four Months in a Sneak-Box. A boat voyage down the Ohio and Mississippi rivers, and along the Gulf of Mexico [With plates and maps.]","Bishop, Nathaniel H. (Nathaniel Holmes)",False
Four Months' Cruise in a sailing yacht ... With illustrations,"Edgcumbe, Ernestine Emma Horatia, Lady",False
"Four Picturesque Views in North Wales, engraved in aquatinta by Alken, from drawings made on the spot, by the Rev. B. Broughton ... With poetical reflections on leaving that country","Broughton, Brian",False
Four Studies of Love,"Dubourg, Augustus W.",False
"Four Welsh Counties. Brecknock, Caernarvon, Merioneth and Pembroke. A holiday book","Kilner, E. A.",False
Four Women in the Case. A novel,"Thomas, afterwards Cudlip, Annie Hall",True
"Four Years in Ashantee. ... Edited by Mrs. Weitbreebt with introduction by Rev. Dr. Gundert, and preface by Professor Christlieb","Ramseyer, Friedrich August",False
"Four Years in France; or, narrative of an English family's residence there during that period. Preceded by some account of the conversion of the author to the Catholic Faith [By H. Best.]",France,False
Four Years in Great Britain ... New and improved edition,"Colton, Calvin",False
"Four Years in Rebel Capitals: an inside view of life in the Southern Confederacy, from birth to death. From original notes, collated in the years 1861 to 1865, by T. C. DeLeon","De Leon, Thomas Cooper",False
Four Years in Southern Africa,"Rose, Cowper",False
"Four Years in a Government Exploring Expedition; to the Island of Madeira-Cape Verd Islands-Brazil-Coast of Patagonia-Chili-Peru, etc","Colvocoresses, George Musalas",False
"Four Years in the Pacific: in her Majesty's Ship 'Collingwood,' from 1844 to 1848","Walpole, F. (Frederick)",False
"Four Years with General Lee: being a summary of the more important events touching the career of General R. E. Lee, in the war between the States, etc","Taylor, Walter Herron",False
Four Years' Residence in the West Indies [With plates.],"Bayley, Frederick William Naylor",False
Four in Hand [A novel.],"Middlemass, Jean",True
"Four original plays, unacted","Dubourg, Augustus W.",False
Four poems : viz: I. Armine and Elvira. II. The hermit of Warkworth. III. The deserted village. IV. The traveller,,False
Four thousand miles of African Travel. A personal record of a journey up the Nile and through the Soudan to the confines of Central Africa. ... With map and illustrations,"Southworth, Alvan S.",False
Four years in Burmah,"Marshall, W. H.",False
Four years in the Ionian Islands. Their political and social condition. With a history of the British Protectorate. Edited by Viscount Kirkwall,,False
Four years with the Army of the Potomac ... Translated by G. K. Dauchy ... With portrait and maps,"Trobriand, Philippe Régis Denis de, count",False
Fourteen Months in Canton ... With illustrations,"Gray, John Henry, Mrs",False
"Fourth Annual Report of the Officers and Superintendent of the Asylum at Walnut Hill, Hartford, Conn, at their Annual Meeting, October 9, 1878, also Petition to the Legislature","Asylum at Walnut Hill (Hartford, Connecticut)",False
"Fourth Annual Report, etc",York Diocesan Church Building and Endowment Aid Society (York),False
"Fourth Letter on the Glacier Theory, to Professor Jameson [Reprinted from the Edinburgh Philosophical Journal.]","Forbes, James David",False
Fourth edition,"Locksley, Ned",False
Fourth edition,"Byron, George Gordon Byron, Baron",False
Fourth edition. L.P,"Byron, George Gordon Byron, Baron",False
Foxglove Manor. A novel,"Buchanan, Robert Williams",True
"Fra Rupert. The last part of a trilogy. The first being Andrea of Hungary, the second being Giovanna of Naples","Landor, Walter Savage",True
"Fragment of a tragedy lately acted at the British Museum [A burlesque, by S. Weston on the loss of certain prints from Mr. Cracherode's collection.]",British Museum,False
"Fragment of the Journal of a Tour through Persia, in 1820","Gordon, Peter, of Islington",False
Fragments [In verse.],,False
Fragments and Fancies,"Wortley, Emmeline Charlotte Elizabeth Stuart, Lady",False
"Fragments in Prose and Verse: by a young lady lately deceased (Elizabeth S- [i.e. Smith]) . With some account of her life and character, by the author of 'Sermons on the Doctrine and Duties of Christianity' [Miss Henrietta Maria Bowdler]","Smith, Elizabeth, Miss, of Burnhall",False
"Fragments of Coloured Glass: poems and ballads, etc","Webster, Alphonsus W.",False
"Fragments of Two Centuries. Glimpses of country life when George III. was king, etc","Kingston, Alfred",False
Fragments of a Prospect from a Hill in Fife [In verse. By George Wallace.],,False
"Fragments of letters and other papers, written in different parts of Europe, at sea, and on the Asiatic and African coasts ... of the Mediterranean, etc [With a MS. letter from the author to Sir Joseph Banks.]","Walker, John, Director of the Royal Jennerian, London Vaccine Institutions",False
"Fragments of the Antiquity and History of Southampton, chronologically arranged","Shore, Thomas William, of Southampton",False
"Fragments of the Table Round [By Robert Buchanan, Professor at Glasgow.]",,False
Fragments of voyages and travels ... First series. Second edition,"Hall, Basil, r.n",False
Framley Parsonage. With six illustrations by J. E. Millais,"Trollope, Anthony",True
Framlingham: a narrative of the castle. In four cantos,"Bird, James, of Yoxford",False
France,"Bodley, John Edward Courtenay",False
"France ... Second edition, etc","Ritchie, Leitch",False
"France ... Third edition, with additional notes","Morgan, Lady (Sydney)",False
France and her People. By C. C. B [i.e. C. C. Benton.],"B, C. C.",False
France and the Confederate Navy 1862-1868. An international episode,"Bigelow, John, the Elder",False
France and the French in the second half of the nineteenth century ... Translated from the third German edition,"Hillebrand, Karl",False
France and the French: a lecture ... Revised and enlarged by the author [With a map.],"Burnett, Alexander George",False
France as it is ... Specially written for English readers and translated from the French by Mrs. W. Arnold. With ... maps,"Lebon, André",False
"France as it is, not Lady Morgan's France","Playfair, William",False
"France for the last seven years; or, the Bourbons","Ireland, W. H. (William Henry)",False
"France in the Nineteenth Century, 1830-1890 [With plates.]","Wormeley, afterwards Latimer, Mary Elizabeth",False
"France in the nineteenth century, etc","Wormeley, afterwards Latimer, Mary Elizabeth",False
"France of to-day, a survey comparative and retrospective","Edwards, Matilda Barbara Betham",False
"France on the Eve of the Great Revolution. France, Holland, and the Netherlands, a century ago. Edited by ... Mrs. Charles Tennant [With a portrait.]","Collier, George, Sir",False
France since the War: a lecture ... Revised and enlarged by the author,"Burnett, Alexander George",False
France under Louis XV,"Perkins, James Breck",False
"France under Mazarin, with a review of the administration of Richelieu","Perkins, James Breck",False
France under Richelieu and Colbert. (Lectures delivered before the Philosophical Institution of Edinburgh.),"Bridges, John Henry",False
"France, social, literary, political","Bulwer, William Henry Lytton Earle, Baron Dalling, Bulwer",False
Frances,"Collins, Edward James Mortimer",True
Frances Kane's Fortune [A tale.],"Meade, L. T.",True
Frances Waldeaux. A novel ... Illustrated by T. de Thulstrup,"Davis, Rebecca Harding",True
"Francesca Doria: or, the Bandit of the Abruzzi, a new and original opera, in two acts, the libretto by Val Morris, the poetry ... and ... music by G. Linley ... Copyright edition","Morris, Val",False
Francesca Halstead: a tale of San Remo,"Saint Barbe, Reginald",True
Francesca da Rimini. A tragedy ... Translated in English verse with critical preface and historical introduction by the Rev. J. F. Bingham,"Pellico, Silvio",False
Francesca di Faenza: a tragedy [In verse.],"Stapleton, Miles Thomas, Baron Beaumont",False
Francesca's Love. A novel,"Pulleyne, Edward, Mrs",True
"Francia; a tale of the Revolution of Paraguay, from authentic sources","Shepard, E. Clarence",False
"Francis Abbott, the recluse of Niagara: and Metropolitan Sketches; second series","Bird, James, of Yoxford",False
Francis Beaumont a tragedy [In verse.],"Kennedy, Charles Rann, of Trinity College, Cambridge",False
"Francis White & Co.'s History and Antiquities of Coventry ... and a special article on the geology of Warwickshire, etc","White, Francis",False
Francis and Fragments [Poems.],"Lucas, afterwards Le Bailly, Winifred M.",False
Francis and Frances: or an unexplainable phenomenon [A novel.],,True
"Francis the First, an historical drama [in five acts and in verse]","Kemble, afterwards Butler, Frances Anne",True
Francis. A socialistic romance.. By M. dal Vero,"Vero, M. dal, pseudonym",True
Frank Amor: a novel. By J,,True
Frank Arnstein. A novel,"Armfelt, Frederick",True
Frank Ayrton. A novel,"Hewett, J. M. M., Mrs",True
"Frank Beresford, or, Life in the army","Curling, Henry",True
"Frank Carisbroke's Stratagem: or, Lost and Won","Fletcher, J. S. (Joseph Smith)",True
Frank Fairlegh; or scenes from the life of a private pupil [By F. E. Smedley.] With illustrations ... by G. Cruikshank,"Smedley, Francis Edward",True
"Frank Lawrence; or, a Young Man's Fancy","Adams, H. C. (Henry Cadwallader)",True
"Frank Manners, the Melancholy Bachelor. A tale of rural life ... Reprinted from the Driffield Observer","Ross, George Thompson",True
"Frank Marland's Manuscripts; or, Memoirs of a modern Templar","Brandt, Francis Frederick",False
Frank Mildmay ... Illustrated by H. R. Millar. With an introduction by David Hannay,"Marryat, Frederick",True
"Frank Sinclair's Wife, and other stories","Riddell, J. H., Mrs",False
Frank and Esther. A Polish Jewish romance,"Levie, Alexander",True
"Frankenstein, or, The modern Prometheus","Shelley, Mary Wollstonecraft",True
Fraternity: a romance,,True
"Fraud and Friendship; or the orphan and the foundling of the King's printing-house. An Edinburgh tale. By the author of 'Jessie Melville,' etc [David Pae.]",,True
"Freaks of Imagination; or a Batch of original Tales, chiefly facetious. By Jocundus Steelnib","Steelnib, Jocundus, pseudonym",True
"Fred and Fritz, or the Stupid Englishman and the Clever German. A warning for the times","Pullen, Henry William",True
Freda. A novel. By the author of 'Mrs. Jerningham's Journal' [Mrs. Hart],,True
"Frederic Leighton. A funeral ode, etc","Newman, Philip H.",False
Frederic and the Falcon. Done into English verse ... By Emma Martin [The ninth tale of the fifth day.],"Boccaccio, Giovanni",False
Frederick Hazzleden. A novel,"Westbury, Hugh, pseudonym [i.e. Hugh Farrie]",True
Frederick the Great and Maria Theresa. From hitherto unpublished documents. 1740-1742 ... From the French by Mrs. Cashel Hoey and Mr. John Lillie,"Broglie, Jacques Victor Albert de, duke",False
"Frederick, Duke of Brunswick-Lunenburgh. A tragedy [in five acts and in verse], etc","Haywood, Eliza Fowler",False
"Fredolfo; a tragedy, in five acts [and in verse]","Maturin, Charles Robert",False
Free Mart Fair. Sketches of Old Portsmouth,"Gates, William George",False
Free Niagara,"Greene, James W.",False
Free Russia ... With original illustrations,"Dixon, William Hepworth",False
"Free Thoughts upon Faith: or the Religion of Nature. A poem, with notes [Altered from the preceding.]",,False
"Free Thoughts upon Faith; or, the Religion of Reason. A poem [By Aeron Hill.]",,False
Free and Protestant England in the year 1851,,False
"Free reflections on miscellaneous papers and legal instruments, [purporting to be] under the hand and seal of W. Shakspeare, in the possession of S. Ireland; [but fabricated by his son S. W. H. Ireland] ... To which are added, extracts from an unpublished MS. play, called The Virgin Queen, written by, or in imitation of, Shakespeare","Waldron, Francis Godolphin",False
"French Account of the last Campaign of Buonaparte: written by an Eye-Witness. Translated by Captain Thornton, 78th Regt. With a plan of the battle of Waterloo, sketched by the translator","Napoleon, I., Emperor of the French",False
French History for English Children ... With coloured maps,"Brook, Sarah, pseudonym [i.e. Katharine Stephen]",False
French Home Life. (Originally published in Blackwood's Magazine.) [By F. Marshall.],,False
"French Men and French Manners. Odd chapters and sketches. With an introduction, 'Paris and its Inhabitants.'","Vandam, Albert Dresden",False
